Fp2;F8;FT8;T8;TP8;P8;TP10;O2;Oz;O1;TP9;P7;TP7;T7;FT7;F7;FP1;AFz;F4;FC4;C4;CP4;P4;Pz;P3;CP3;C3;FC3;F3;Fz;FCz;CPz;Cz
-22.324;-3.156;1.506;8.732;7.953;0.571;-4.097;-3.213;2.366;6.623;-4.281;1.736;5.758;3.800;-4.184;-5.897;-7.108;0.510;5.856;11.270;8.177;9.260;8.002;5.833;9.576;10.204;11.055;7.486;7.491;4.239;7.854;1.121;2.902
-23.065;-2.563;2.530;10.034;9.370;1.221;-2.505;-2.960;2.233;5.761;-6.223;0.663;4.328;2.642;-4.829;-6.516;-8.745;-1.077;5.179;11.310;9.265;10.099;8.497;6.028;8.533;9.287;10.000;6.579;6.587;3.207;7.426;1.330;3.125
-22.988;-1.749;3.580;11.365;10.901;2.084;-0.612;-2.631;2.189;5.003;-7.954;-0.292;3.131;1.630;-5.177;-6.900;-9.588;-2.191;4.728;11.393;10.428;11.132;9.165;6.355;7.577;8.393;9.028;5.853;5.919;2.220;6.864;1.589;3.100
-22.487;-1.036;4.349;12.492;12.331;3.004;1.310;-2.255;2.166;4.314;-9.196;-1.171;2.227;0.770;-5.239;-7.048;-9.670;-2.934;4.274;11.399;11.370;12.076;9.813;6.698;6.655;7.513;8.230;5.348;5.489;1.184;6.133;1.779;2.788
-21.817;-0.606;4.622;13.259;13.480;3.842;3.016;-1.931;2.044;3.597;-9.769;-2.021;1.634;0.083;-5.037;-6.947;-9.023;-3.381;3.700;11.269;11.889;12.697;10.276;6.939;5.696;6.642;7.668;5.069;5.294;0.099;5.259;1.781;2.201
-21.032;-0.446;4.369;13.642;14.239;4.509;4.344;-1.779;1.713;2.758;-9.704;-2.832;1.362;-0.350;-4.562;-6.559;-7.695;-3.545;3.039;11.034;11.963;12.918;10.500;7.019;4.700;5.834;7.397;5.030;5.327;-0.920;4.337;1.564;1.454
-20.100;-0.415;3.748;13.726;14.588;4.965;5.232;-1.891;1.123;1.757;-9.222;-3.532;1.437;-0.395;-3.790;-5.884;-5.847;-3.441;2.408;10.781;11.725;12.808;10.542;6.951;3.745;5.185;7.444;5.219;5.535;-1.744;3.494;1.196;0.735
-19.049;-0.376;3.009;13.618;14.573;5.197;5.677;-2.297;0.305;0.620;-8.577;-4.045;1.858;0.031;-2.780;-5.053;-3.818;-3.168;1.918;10.573;11.359;12.514;10.516;6.791;2.930;4.761;7.759;5.536;5.768;-2.351;2.825;0.780;0.210
-18.032;-0.290;2.347;13.385;14.275;5.219;5.703;-2.940;-0.643;-0.553;-7.944;-4.335;2.555;0.874;-1.712;-4.300;-2.071;-2.918;1.610;10.401;11.019;12.183;10.530;6.617;2.325;4.553;8.208;5.801;5.805;-2.836;2.355;0.408;-0.032
-17.317;-0.232;1.830;13.050;13.789;5.098;5.374;-3.680;-1.585;-1.647;-7.415;-4.438;3.377;1.933;-0.819;-3.844;-1.104;-2.937;1.420;10.192;10.768;11.912;10.646;6.494;1.940;4.486;8.616;5.829;5.424;-3.370;2.031;0.128;0.017
-17.172;-0.341;1.402;12.621;13.208;4.933;4.794;-4.365;-2.435;-2.609;-7.018;-4.472;4.113;2.951;-0.294;-3.801;-1.341;-3.469;1.194;9.843;10.559;11.702;10.850;6.436;1.711;4.440;8.825;5.498;4.479;-4.149;1.723;-0.082;0.278
-17.742;-0.755;0.935;12.090;12.601;4.796;4.085;-4.897;-3.178;-3.457;-6.733;-4.566;4.580;3.716;-0.244;-4.207;-2.957;-4.664;0.751;9.253;10.250;11.470;11.050;6.417;1.529;4.299;8.747;4.777;2.944;-5.328;1.279;-0.286;0.627
-18.992;-1.557;0.313;11.443;12.015;4.705;3.370;-5.233;-3.827;-4.219;-6.563;-4.774;4.698;4.137;-0.676;-5.059;-5.707;-6.478;-0.034;8.391;9.690;11.104;11.128;6.412;1.326;4.018;8.390;3.723;0.955;-6.935;0.607;-0.516;0.966
-20.719;-2.716;-0.490;10.686;11.493;4.640;2.772;-5.373;-4.372;-4.893;-6.583;-5.048;4.499;4.225;-1.481;-6.280;-8.984;-8.667;-1.156;7.324;8.818;10.547;11.012;6.434;1.136;3.645;7.838;2.468;-1.231;-8.841;-0.263;-0.722;1.280
-22.636;-4.096;-1.422;9.843;11.051;4.571;2.350;-5.339;-4.778;-5.448;-6.853;-5.299;4.078;4.042;-2.472;-7.715;-12.111;-10.898;-2.495;6.183;7.691;9.820;10.699;6.515;1.056;3.272;7.192;1.182;-3.334;-10.830;-1.209;-0.817;1.602
-24.450;-5.524;-2.418;8.927;10.667;4.481;2.062;-5.161;-5.005;-5.841;-7.307;-5.448;3.538;3.653;-3.456;-9.177;-14.594;-12.865;-3.877;5.086;6.431;9.001;10.244;6.673;1.173;2.981;6.533;0.014;-5.153;-12.686;-2.102;-0.741;1.958
-25.920;-6.824;-3.419;7.959;10.314;4.387;1.860;-4.863;-5.024;-6.015;-7.799;-5.458;2.963;3.112;-4.296;-10.492;-16.198;-14.368;-5.116;4.129;5.179;8.202;9.754;6.912;1.522;2.803;5.905;-0.941;-6.595;-14.257;-2.847;-0.491;2.319
-26.883;-7.822;-4.336;7.026;10.000;4.340;1.751;-4.462;-4.816;-5.912;-8.215;-5.315;2.420;2.501;-4.894;-11.486;-16.901;-15.333;-6.017;3.407;4.097;7.545;9.380;7.248;2.094;2.748;5.339;-1.625;-7.637;-15.451;-3.369;-0.097;2.628
-27.284;-8.373;-5.054;6.293;9.753;4.385;1.753;-3.995;-4.387;-5.483;-8.517;-5.003;1.997;1.976;-5.130;-11.977;-16.821;-15.761;-6.407;3.014;3.341;7.146;9.253;7.714;2.877;2.839;4.898;-1.974;-8.257;-16.180;-3.597;0.409;2.848
-27.196;-8.425;-5.454;5.932;9.579;4.510;1.823;-3.543;-3.788;-4.714;-8.699;-4.492;1.795;1.723;-4.877;-11.824;-16.148;-15.696;-6.203;3.001;3.008;7.070;9.426;8.337;3.848;3.113;4.660;-1.931;-8.435;-16.352;-3.497;0.994;2.986
-26.768;-8.035;-5.463;6.018;9.441;4.631;1.870;-3.236;-3.128;-3.660;-8.740;-3.773;1.882;1.831;-4.097;-11.010;-15.126;-15.238;-5.437;3.346;3.092;7.301;9.844;9.091;4.948;3.598;4.671;-1.502;-8.203;-15.931;-3.093;1.611;3.063
-26.201;-7.352;-5.106;6.468;9.268;4.623;1.788;-3.201;-2.545;-2.453;-8.563;-2.877;2.264;2.257;-2.892;-9.686;-14.054;-14.573;-4.284;3.927;3.466;7.723;10.365;9.882;6.082;4.280;4.920;-0.785;-7.689;-15.036;-2.501;2.189;3.072
-25.743;-6.591;-4.546;7.049;8.980;4.383;1.494;-3.492;-2.140;-1.261;-8.041;-1.875;2.882;2.889;-1.474;-8.149;-13.230;-13.962;-3.050;4.546;3.904;8.146;10.797;10.567;7.138;5.091;5.351;0.055;-7.086;-13.943;-1.920;2.639;2.969
-25.593;-5.947;-3.981;7.513;8.543;3.880;0.965;-4.038;-1.930;-0.200;-7.121;-0.849;3.648;3.615;-0.102;-6.747;-12.864;-13.637;-2.039;5.020;4.195;8.402;10.992;11.024;8.043;5.950;5.895;0.868;-6.567;-12.967;-1.529;2.897;2.728
-25.792;-5.523;-3.515;7.739;7.993;3.161;0.264;-4.689;-1.866;0.686;-5.934;0.145;4.478;4.356;1.010;-5.719;-13.002;-13.675;-1.403;5.280;4.266;8.443;10.915;11.212;8.780;6.807;6.508;1.580;-6.204;-12.288;-1.375;2.971;2.414
-26.207;-5.322;-3.147;7.743;7.395;2.301;-0.533;-5.330;-1.917;1.367;-4.709;1.047;5.277;5.056;1.763;-5.102;-13.535;-13.971;-1.138;5.355;4.170;8.318;10.615;11.159;9.352;7.623;7.159;2.178;-5.969;-11.901;-1.368;2.924;2.151
-26.606;-5.281;-2.846;7.599;6.788;1.333;-1.400;-5.966;-2.109;1.761;-3.601;1.748;5.919;5.662;2.164;-4.782;-14.235;-14.326;-1.140;5.312;3.995;8.092;10.139;10.886;9.707;8.313;7.789;2.669;-5.785;-11.684;-1.357;2.808;2.041
-26.717;-5.278;-2.573;7.384;6.173;0.252;-2.345;-6.680;-2.505;1.759;-2.680;2.101;6.273;6.119;2.277;-4.624;-14.807;-14.527;-1.236;5.236;3.826;7.803;9.509;10.370;9.735;8.754;8.331;3.071;-5.561;-11.471;-1.179;2.648;2.145
-26.290;-5.138;-2.270;7.191;5.544;-0.945;-3.337;-7.553;-3.160;1.282;-2.040;2.011;6.279;6.398;2.180;-4.504;-14.926;-14.354;-1.198;5.235;3.768;7.487;8.748;9.586;9.350;8.856;8.758;3.457;-5.187;-11.055;-0.670;2.475;2.524
-25.154;-4.685;-1.854;7.109;4.900;-2.228;-4.287;-8.610;-4.103;0.310;-1.827;1.476;5.980;6.523;1.946;-4.305;-14.308;-13.629;-0.802;5.435;3.932;7.180;7.891;8.533;8.537;8.612;9.094;3.933;-4.552;-10.225;0.293;2.323;3.247
-23.322;-3.826;-1.287;7.179;4.231;-3.550;-5.090;-9.859;-5.357;-1.152;-2.122;0.548;5.462;6.510;1.598;-3.948;-12.844;-12.314;0.069;5.910;4.357;6.880;6.944;7.206;7.307;8.040;9.343;4.544;-3.619;-8.891;1.709;2.180;4.302
-21.045;-2.632;-0.639;7.363;3.521;-4.868;-5.657;-11.321;-6.962;-3.102;-2.850;-0.714;4.802;6.328;1.131;-3.425;-10.660;-10.565;1.337;6.617;4.929;6.515;5.853;5.569;5.649;7.143;9.447;5.217;-2.466;-7.161;3.406;1.957;5.544
-18.747;-1.325;-0.069;7.549;2.755;-6.150;-5.953;-13.035;-8.954;-5.535;-3.801;-2.249;4.076;5.961;0.602;-2.765;-8.061;-8.656;2.765;7.412;5.419;5.978;4.519;3.586;3.551;5.923;9.334;5.833;-1.232;-5.278;5.112;1.547;6.740
-16.822;-0.149;0.289;7.611;1.949;-7.382;-6.001;-15.032;-11.336;-8.418;-4.724;-3.983;3.359;5.459;0.163;-2.019;-5.424;-6.859;4.091;8.129;5.599;5.181;2.864;1.265;1.048;4.413;8.976;6.315;-0.056;-3.484;6.579;0.876;7.685
-15.475;0.749;0.416;7.481;1.148;-8.567;-5.869;-17.296;-14.043;-11.662;-5.420;-5.821;2.720;4.935;-0.011;-1.249;-3.109;-5.350;5.152;8.654;5.365;4.094;0.876;-1.324;-1.750;2.690;8.395;6.639;0.961;-1.918;7.675;-0.076;8.268
-14.732;1.343;0.388;7.168;0.410;-9.721;-5.633;-19.753;-16.933;-15.096;-5.787;-7.655;2.210;4.520;0.191;-0.521;-1.410;-4.199;5.891;8.934;4.750;2.756;-1.379;-4.055;-4.661;0.869;7.642;6.796;1.742;-0.612;8.388;-1.277;8.477
-14.500;1.678;0.307;6.746;-0.218;-10.842;-5.342;-22.290;-19.819;-18.500;-5.813;-9.387;1.837;4.308;0.761;0.093;-0.540;-3.435;6.329;8.957;3.866;1.256;-3.783;-6.794;-7.483;-0.930;6.760;6.759;2.216;0.423;8.763;-2.661;8.337
-14.604;1.832;0.242;6.327;-0.700;-11.908;-4.999;-24.792;-22.525;-21.670;-5.543;-10.972;1.531;4.281;1.549;0.502;-0.605;-3.089;6.536;8.749;2.853;-0.295;-6.203;-9.425;-10.044;-2.622;5.762;6.472;2.304;1.142;8.845;-4.158;7.870
-14.838;1.881;0.219;6.030;-0.996;-12.853;-4.587;-27.148;-24.892;-24.436;-5.055;-12.393;1.196;4.332;2.306;0.620;-1.558;-3.165;6.603;8.375;1.852;-1.773;-8.510;-11.833;-12.206;-4.138;4.669;5.916;1.972;1.496;8.671;-5.683;7.111
-14.998;1.902;0.248;5.948;-1.063;-13.572;-4.098;-29.220;-26.757;-26.631;-4.464;-13.603;0.806;4.390;2.837;0.463;-3.144;-3.579;6.616;7.952;1.023;-3.041;-10.569;-13.860;-13.833;-5.380;3.586;5.183;1.299;1.514;8.311;-7.118;6.152
-14.936;1.964;0.355;6.124;-0.876;-13.953;-3.542;-30.853;-27.982;-28.105;-3.876;-14.519;0.427;4.482;3.095;0.159;-4.939;-4.174;6.635;7.624;0.509;-3.969;-12.249;-15.328;-14.808;-6.227;2.694;4.459;0.480;1.313;7.869;-8.327;5.114
-14.642;2.091;0.573;6.517;-0.462;-13.959;-2.960;-31.941;-28.523;-28.792;-3.295;-15.064;0.180;4.688;3.136;-0.136;-6.504;-4.799;6.656;7.484;0.356;-4.505;-13.465;-16.132;-15.094;-6.589;2.175;3.924;-0.253;1.006;7.433;-9.230;4.069
-14.279;2.267;0.918;7.041;0.119;-13.625;-2.422;-32.446;-28.424;-28.716;-2.644;-15.150;0.213;5.105;3.057;-0.298;-7.502;-5.340;6.612;7.538;0.497;-4.672;-14.182;-16.270;-14.711;-6.409;2.176;3.728;-0.689;0.680;7.050;-9.803;3.050
-14.042;2.461;1.383;7.625;0.817;-13.016;-1.987;-32.390;-27.775;-27.949;-1.879;-14.688;0.667;5.797;2.973;-0.231;-7.744;-5.697;6.456;7.743;0.817;-4.527;-14.391;-15.800;-13.705;-5.655;2.787;3.985;-0.666;0.427;6.756;-10.046;2.096
-13.992;2.627;1.916;8.213;1.569;-12.232;-1.652;-31.868;-26.710;-26.604;-1.030;-13.680;1.570;6.724;2.966;0.118;-7.216;-5.790;6.200;8.004;1.202;-4.156;-14.142;-14.841;-12.173;-4.382;3.974;4.725;-0.137;0.333;6.578;-9.998;1.236
-14.010;2.726;2.428;8.759;2.275;-11.433;-1.357;-31.045;-25.415;-24.839;-0.178;-12.261;2.801;7.753;3.076;0.754;-6.076;-5.589;5.900;8.202;1.546;-3.686;-13.567;-13.574;-10.299;-2.777;5.547;5.859;0.811;0.447;6.513;-9.760;0.469
-13.868;2.767;2.843;9.237;2.831;-10.797;-1.035;-30.097;-24.064;-22.813;0.577;-10.623;4.158;8.737;3.302;1.632;-4.552;-5.120;5.645;8.261;1.770;-3.248;-12.834;-12.191;-8.301;-1.096;7.215;7.206;2.002;0.771;6.545;-9.450;-0.208
-13.389;2.799;3.130;9.654;3.176;-10.441;-0.653;-29.161;-22.754;-20.664;1.140;-8.946;5.420;9.528;3.565;2.626;-2.861;-4.471;5.540;8.195;1.856;-2.922;-12.072;-10.847;-6.377;0.408;8.678;8.517;3.213;1.253;6.664;-9.155;-0.775
-12.578;2.869;3.285;10.020;3.294;-10.369;-0.231;-28.326;-21.506;-18.512;1.443;-7.387;6.370;9.963;3.705;3.534;-1.202;-3.761;5.645;8.065;1.845;-2.718;-11.359;-9.627;-4.677;1.537;9.685;9.526;4.222;1.809;6.860;-8.906;-1.187
-11.632;2.991;3.298;10.318;3.201;-10.499;0.172;-27.638;-20.301;-16.449;1.468;-6.074;6.842;9.903;3.571;4.144;0.220;-3.099;5.939;7.926;1.815;-2.603;-10.727;-8.541;-3.278;2.192;10.081;10.027;4.856;2.356;7.108;-8.683;-1.392
-10.821;3.138;3.154;10.504;2.934;-10.743;0.486;-27.105;-19.112;-14.521;1.248;-5.069;6.794;9.301;3.119;4.326;1.193;-2.570;6.344;7.807;1.814;-2.538;-10.179;-7.542;-2.168;2.391;9.841;9.937;5.034;2.813;7.364;-8.446;-1.364
-10.349;3.261;2.863;10.522;2.542;-11.055;0.682;-26.707;-17.918;-12.744;0.847;-4.325;6.345;8.260;2.463;4.095;1.592;-2.229;6.771;7.702;1.804;-2.513;-9.707;-6.569;-1.261;2.258;9.095;9.322;4.787;3.108;7.570;-8.163;-1.126
-10.250;3.324;2.461;10.322;2.077;-11.428;0.772;-26.398;-16.724;-11.122;0.325;-3.710;5.719;7.018;1.819;3.597;1.512;-2.068;7.137;7.567;1.662;-2.549;-9.309;-5.577;-0.435;1.989;8.090;8.377;4.246;3.216;7.676;-7.810;-0.736
-10.379;3.345;2.001;9.868;1.579;-11.858;0.777;-26.117;-15.544;-9.662;-0.268;-3.091;5.132;5.857;1.400;3.038;1.240;-2.010;7.390;7.357;1.263;-2.663;-8.977;-4.541;0.422;1.766;7.103;7.353;3.589;3.193;7.666;-7.350;-0.256
-10.497;3.398;1.546;9.162;1.080;-12.320;0.700;-25.795;-14.396;-8.380;-0.894;-2.402;4.714;4.991;1.312;2.568;1.056;-1.946;7.527;7.058;0.571;-2.831;-8.671;-3.455;1.364;1.705;6.337;6.467;2.965;3.149;7.554;-6.755;0.273
-10.438;3.542;1.143;8.255;0.610;-12.769;0.535;-25.386;-13.312;-7.309;-1.510;-1.669;4.498;4.498;1.507;2.207;1.063;-1.797;7.572;6.660;-0.346;-3.002;-8.317;-2.347;2.358;1.824;5.863;5.826;2.441;3.168;7.347;-6.048;0.804
-10.184;3.732;0.813;7.241;0.195;-13.166;0.299;-24.917;-12.378;-6.516;-2.048;-1.005;4.426;4.309;1.802;1.892;1.199;-1.574;7.522;6.151;-1.367;-3.146;-7.867;-1.286;3.290;2.067;5.636;5.426;2.006;3.232;7.033;-5.317;1.260
-9.824;3.817;0.547;6.232;-0.155;-13.511;0.024;-24.479;-11.716;-6.088;-2.415;-0.572;4.386;4.268;1.978;1.573;1.337;-1.374;7.339;5.519;-2.357;-3.274;-7.332;-0.361;4.017;2.345;5.568;5.202;1.606;3.222;6.589;-4.668;1.556
-9.479;3.662;0.341;5.350;-0.447;-13.830;-0.256;-24.175;-11.421;-6.076;-2.561;-0.495;4.275;4.248;1.901;1.258;1.390;-1.296;6.977;4.787;-3.168;-3.398;-6.753;0.382;4.454;2.608;5.608;5.110;1.205;3.034;6.030;-4.157;1.658
-9.224;3.300;0.242;4.731;-0.663;-14.115;-0.503;-24.021;-11.467;-6.437;-2.544;-0.763;4.070;4.222;1.578;1.020;1.355;-1.349;6.444;4.040;-3.635;-3.481;-6.145;0.989;4.642;2.897;5.788;5.171;0.851;2.693;5.445;-3.730;1.643
-9.065;2.926;0.323;4.488;-0.743;-14.289;-0.673;-23.907;-11.685;-7.005;-2.517;-1.234;3.831;4.251;1.148;0.961;1.289;-1.442;5.835;3.415;-3.627;-3.449;-5.491;1.557;4.708;3.309;6.189;5.445;0.666;2.351;4.971;-3.270;1.648
-8.990;2.707;0.577;4.628;-0.639;-14.262;-0.734;-23.678;-11.877;-7.581;-2.605;-1.734;3.639;4.402;0.802;1.143;1.247;-1.472;5.270;3.027;-3.151;-3.277;-4.822;2.131;4.748;3.879;6.834;5.939;0.764;2.170;4.703;-2.706;1.751
-8.994;2.640;0.885;5.020;-0.366;-14.016;-0.672;-23.276;-11.960;-8.067;-2.833;-2.176;3.537;4.696;0.693;1.552;1.267;-1.387;4.820;2.919;-2.371;-3.047;-4.266;2.637;4.740;4.517;7.641;6.591;1.214;2.230;4.650;-2.082;1.924
-9.020;2.631;1.130;5.490;0.012;-13.610;-0.495;-22.783;-11.994;-8.511;-3.150;-2.566;3.507;5.093;0.883;2.129;1.380;-1.155;4.528;3.094;-1.497;-2.889;-3.981;2.947;4.585;5.074;8.471;7.304;2.044;2.565;4.796;-1.518;2.102
-8.903;2.630;1.285;5.931;0.422;-13.135;-0.218;-22.320;-12.079;-9.028;-3.508;-2.956;3.493;5.516;1.330;2.807;1.599;-0.719;4.467;3.556;-0.667;-2.885;-4.060;2.964;4.199;5.437;9.208;8.019;3.255;3.217;5.153;-1.110;2.251
-8.433;2.661;1.390;6.319;0.807;-12.659;0.136;-21.954;-12.283;-9.695;-3.874;-3.397;3.437;5.878;1.922;3.524;1.907;-0.014;4.724;4.298;0.069;-3.035;-4.494;2.671;3.564;5.578;9.791;8.721;4.796;4.232;5.740;-0.887;2.382
-7.463;2.788;1.504;6.678;1.135;-12.212;0.540;-21.677;-12.617;-10.503;-4.226;-3.937;3.295;6.120;2.535;4.233;2.270;0.965;5.354;5.293;0.726;-3.283;-5.190;2.106;2.726;5.534;10.205;9.412;6.539;5.583;6.558;-0.823;2.511
-5.984;3.098;1.680;7.052;1.404;-11.799;0.965;-21.442;-13.052;-11.379;-4.552;-4.610;3.025;6.231;3.084;4.915;2.661;2.139;6.376;6.495;1.363;-3.524;-6.002;1.333;1.755;5.362;10.460;10.063;8.288;7.140;7.588;-0.873;2.641
-4.184;3.642;1.953;7.468;1.616;-11.431;1.386;-21.229;-13.567;-12.260;-4.844;-5.452;2.580;6.209;3.508;5.540;3.038;3.360;7.729;7.830;2.044;-3.660;-6.804;0.413;0.706;5.091;10.551;10.597;9.813;8.700;8.778;-1.015;2.772
-2.402;4.376;2.301;7.888;1.738;-11.142;1.773;-21.068;-14.168;-13.163;-5.072;-6.506;1.908;6.019;3.734;6.015;3.324;4.441;9.255;9.175;2.786;-3.649;-7.548;-0.613;-0.413;4.682;10.440;10.909;10.897;10.055;10.011;-1.271;2.892
-0.982;5.178;2.646;8.235;1.719;-10.951;2.095;-21.025;-14.887;-14.176;-5.163;-7.805;0.988;5.616;3.707;6.221;3.429;5.202;10.742;10.369;3.543;-3.525;-8.259;-1.739;-1.643;4.043;10.078;10.903;11.387;11.022;11.104;-1.692;2.968
-0.146;5.899;2.886;8.434;1.539;-10.841;2.315;-21.150;-15.756;-15.396;-5.010;-9.331;-0.134;5.012;3.461;6.114;3.313;5.491;11.961;11.249;4.202;-3.392;-8.998;-3.000;-3.045;3.097;9.441;10.537;11.253;11.443;11.836;-2.334;2.935
0.005;6.405;2.927;8.431;1.213;-10.786;2.391;-21.458;-16.788;-16.853;-4.515;-10.993;-1.346;4.291;3.125;5.789;3.012;5.207;12.674;11.668;4.594;-3.396;-9.837;-4.456;-4.653;1.835;8.557;9.852;10.607;11.195;12.007;-3.242;2.733
-0.514;6.650;2.738;8.209;0.786;-10.785;2.333;-21.935;-17.960;-18.465;-3.717;-12.637;-2.494;3.576;2.868;5.436;2.632;4.354;12.726;11.558;4.580;-3.651;-10.820;-6.126;-6.427;0.353;7.531;8.979;9.674;10.258;11.530;-4.398;2.367
-1.569;6.687;2.356;7.797;0.302;-10.882;2.188;-22.574;-19.211;-20.069;-2.793;-14.086;-3.413;2.998;2.825;5.223;2.298;3.064;12.141;10.986;4.139;-4.171;-11.930;-7.939;-8.230;-1.164;6.522;8.114;8.711;8.780;10.489;-5.705;1.928
-2.972;6.588;1.842;7.244;-0.235;-11.162;1.976;-23.386;-20.461;-21.495;-1.926;-15.194;-3.971;2.661;3.020;5.193;2.084;1.544;11.091;10.110;3.353;-4.884;-13.104;-9.752;-9.872;-2.510;5.676;7.421;7.908;7.015;9.086;-7.024;1.530
-4.525;6.373;1.248;6.583;-0.844;-11.688;1.666;-24.341;-21.613;-22.615;-1.187;-15.867;-4.096;2.607;3.345;5.250;1.942;-0.028;9.800;9.095;2.360;-5.681;-14.256;-11.413;-11.184;-3.527;5.080;6.966;7.331;5.200;7.544;-8.235;1.240
-6.008;6.022;0.615;5.839;-1.530;-12.444;1.202;-25.335;-22.551;-23.345;-0.538;-16.073;-3.780;2.827;3.630;5.236;1.713;-1.552;8.474;8.076;1.310;-6.442;-15.273;-12.807;-12.056;-4.139;4.756;6.714;6.942;3.478;6.052;-9.270;1.042
-7.241;5.508;-0.034;5.037;-2.272;-13.353;0.529;-26.226;-23.178;-23.646;0.124;-15.844;-3.084;3.255;3.733;5.027;1.179;-2.995;7.262;7.137;0.335;-7.071;-16.038;-13.869;-12.456;-4.358;4.688;6.583;6.637;1.917;4.749;-10.107;0.880
-8.139;4.829;-0.683;4.211;-3.027;-14.307;-0.355;-26.857;-23.415;-23.504;0.846;-15.246;-2.122;3.790;3.586;4.585;0.184;-4.312;6.254;6.342;-0.458;-7.495;-16.449;-14.541;-12.391;-4.225;4.849;6.508;6.309;0.567;3.729;-10.729;0.718
-8.684;4.020;-1.293;3.430;-3.713;-15.182;-1.360;-27.055;-23.169;-22.887;1.548;-14.339;-1.009;4.344;3.229;3.964;-1.224;-5.406;5.519;5.768;-0.980;-7.653;-16.415;-14.753;-11.866;-3.766;5.229;6.487;5.913;-0.485;3.069;-11.085;0.580
-8.903;3.126;-1.825;2.769;-4.244;-15.894;-2.345;-26.711;-22.391;-21.777;2.100;-13.174;0.159;4.883;2.787;3.283;-2.757;-6.157;5.079;5.477;-1.208;-7.520;-15.905;-14.470;-10.900;-3.001;5.828;6.570;5.487;-1.150;2.814;-11.123;0.511
-8.915;2.166;-2.278;2.267;-4.586;-16.454;-3.210;-25.870;-21.144;-20.240;2.445;-11.810;1.309;5.408;2.391;2.648;-4.011;-6.501;4.864;5.466;-1.227;-7.157;-15.008;-13.754;-9.576;-1.993;6.616;6.796;5.111;-1.396;2.933;-10.849;0.518
-8.896;1.157;-2.675;1.941;-4.755;-16.925;-3.917;-24.694;-19.582;-18.429;2.597;-10.312;2.374;5.911;2.125;2.113;-4.672;-6.450;4.766;5.677;-1.180;-6.676;-13.886;-12.719;-8.022;-0.843;7.535;7.156;4.862;-1.242;3.336;-10.323;0.580
-8.977;0.188;-3.009;1.820;-4.778;-17.343;-4.459;-23.355;-17.859;-16.518;2.584;-8.767;3.298;6.343;2.027;1.691;-4.627;-6.037;4.732;6.061;-1.144;-6.147;-12.670;-11.451;-6.355;0.367;8.518;7.619;4.813;-0.696;3.954;-9.593;0.704
-9.200;-0.586;-3.225;1.943;-4.651;-17.679;-4.827;-21.965;-16.082;-14.639;2.431;-7.276;4.039;6.633;2.103;1.373;-3.981;-5.295;4.784;6.593;-1.107;-5.565;-11.413;-9.988;-4.663;1.573;9.496;8.143;5.021;0.248;4.754;-8.692;0.900
-9.521;-1.006;-3.248;2.334;-4.339;-17.850;-4.964;-20.586;-14.315;-12.862;2.164;-5.933;4.571;6.729;2.349;1.144;-2.989;-4.275;4.981;7.250;-1.026;-4.900;-10.109;-8.371;-3.038;2.690;10.375;8.661;5.482;1.544;5.685;-7.688;1.117
-9.754;-0.951;-2.995;3.007;-3.798;-17.753;-4.776;-19.253;-12.605;-11.228;1.816;-4.812;4.888;6.634;2.772;1.009;-1.916;-3.036;5.417;8.017;-0.838;-4.128;-8.731;-6.660;-1.591;3.617;11.042;9.086;6.130;3.079;6.678;-6.690;1.248
-9.560;-0.338;-2.380;3.977;-2.994;-17.302;-4.202;-17.979;-10.982;-9.752;1.416;-3.952;5.021;6.428;3.397;1.018;-0.892;-1.590;6.215;8.909;-0.443;-3.221;-7.243;-4.897;-0.404;4.304;11.423;9.375;6.908;4.748;7.703;-5.790;1.212
-8.614;0.877;-1.323;5.261;-1.913;-16.453;-3.284;-16.756;-9.445;-8.421;0.986;-3.332;5.049;6.249;4.228;1.231;0.088;0.110;7.477;9.966;0.284;-2.135;-5.623;-3.091;0.522;4.780;11.534;9.556;7.791;6.492;8.768;-5.000;1.023
-6.819;2.661;0.191;6.834;-0.586;-15.244;-2.145;-15.581;-7.992;-7.221;0.544;-2.888;5.065;6.221;5.188;1.677;1.086;2.071;9.214;11.199;1.401;-0.857;-3.900;-1.257;1.241;5.119;11.455;9.688;8.748;8.248;9.856;-4.279;0.746
-4.386;4.859;2.032;8.565;0.873;-13.819;-0.947;-14.489;-6.672;-6.181;0.139;-2.543;5.147;6.406;6.135;2.346;2.182;4.172;11.264;12.524;2.811;0.532;-2.188;0.532;1.805;5.391;11.290;9.821;9.715;9.882;10.861;-3.601;0.433
-1.759;7.167;3.913;10.204;2.256;-12.414;0.100;-13.568;-5.610;-5.394;-0.112;-2.241;5.332;6.800;6.924;3.195;3.453;6.158;13.280;13.729;4.244;1.847;-0.682;2.142;2.236;5.637;11.113;9.967;10.591;11.166;11.579;-2.988;0.101
0.560;9.205;5.470;11.452;3.304;-11.309;0.762;-12.954;-4.969;-4.992;-0.053;-1.978;5.588;7.335;7.440;4.118;4.884;7.705;14.835;14.547;5.358;2.857;0.403;3.411;2.531;5.849;10.925;10.066;11.245;11.842;11.790;-2.504;-0.247
