Fp2;F8;FT8;T8;TP8;P8;TP10;O2;Oz;O1;TP9;P7;TP7;T7;FT7;F7;FP1;AFz;F4;FC4;C4;CP4;P4;Pz;P3;CP3;C3;FC3;F3;Fz;FCz;CPz;Cz
10.084;9.178;8.837;8.342;0.776;-4.756;-5.697;6.274;8.174;6.213;1.359;-2.600;3.710;1.063;4.377;3.071;8.634;0.171;4.193;5.348;8.553;7.843;7.809;6.272;5.592;3.153;0.254;-3.108;-6.206;0.489;2.979;7.306;6.599
9.959;9.609;9.536;8.565;1.340;-3.781;-4.508;6.764;7.773;5.555;0.129;-3.593;2.086;-0.615;2.478;1.294;7.750;-0.197;4.420;5.680;9.161;8.131;7.638;5.215;4.217;1.435;-1.555;-4.682;-7.235;0.361;2.731;6.909;6.654
10.586;10.361;10.466;8.996;2.030;-2.539;-2.917;7.191;7.314;4.679;-0.934;-4.809;0.479;-2.207;0.606;0.169;7.203;-0.157;5.162;6.258;9.926;8.439;7.506;4.074;2.561;-0.481;-3.526;-6.271;-7.795;0.411;2.330;6.269;6.304
11.799;11.191;11.395;9.515;2.810;-1.114;-1.031;7.619;6.902;3.782;-1.802;-5.949;-0.912;-3.573;-0.988;-0.213;7.088;0.329;6.320;6.992;10.635;8.637;7.332;2.856;0.819;-2.377;-5.377;-7.656;-7.777;0.631;1.777;5.407;5.590
13.492;11.924;12.108;9.993;3.610;0.335;0.927;8.047;6.550;3.001;-2.405;-6.755;-1.908;-4.538;-2.036;0.180;7.572;1.281;7.738;7.779;11.085;8.613;7.055;1.587;-0.809;-4.024;-6.823;-8.629;-7.143;1.005;1.112;4.386;4.615
15.628;12.506;12.475;10.355;4.330;1.635;2.688;8.411;6.202;2.400;-2.655;-7.079;-2.409;-4.972;-2.390;1.286;8.804;2.672;9.245;8.533;11.178;8.319;6.658;0.321;-2.167;-5.251;-7.682;-9.068;-5.966;1.526;0.405;3.305;3.517
18.119;12.965;12.492;10.589;4.889;2.673;4.013;8.663;5.818;2.008;-2.479;-6.883;-2.404;-4.854;-2.064;2.940;10.786;4.400;10.663;9.190;10.953;7.806;6.188;-0.857;-3.152;-5.980;-7.899;-8.952;-4.418;2.169;-0.285;2.267;2.429
20.780;13.363;12.275;10.734;5.270;3.448;4.749;8.834;5.431;1.847;-1.845;-6.222;-1.963;-4.256;-1.176;4.909;13.288;6.292;11.858;9.711;10.545;7.204;5.750;-1.841;-3.716;-6.214;-7.533;-8.334;-2.702;2.873;-0.921;1.361;1.434
23.406;13.788;12.019;10.855;5.541;4.063;4.873;9.010;5.121;1.921;-0.795;-5.221;-1.200;-3.310;0.126;6.955;15.895;8.149;12.793;10.102;10.148;6.698;5.474;-2.522;-3.867;-6.005;-6.700;-7.317;-0.989;3.579;-1.458;0.653;0.570
25.838;14.319;11.894;11.017;5.807;4.664;4.530;9.248;4.956;2.216;0.481;-4.046;-0.250;-2.154;1.690;8.894;18.205;9.824;13.535;10.415;9.957;6.460;5.466;-2.805;-3.648;-5.408;-5.522;-6.011;0.632;4.295;-1.804;0.213;-0.124
27.972;14.992;11.980;11.261;6.139;5.343;3.975;9.547;4.955;2.697;1.671;-2.864;0.755;-0.918;3.362;10.631;19.999;11.269;14.201;10.719;10.104;6.597;5.761;-2.631;-3.120;-4.465;-4.089;-4.506;2.144;5.098;-1.850;0.113;-0.581
29.721;15.778;12.284;11.588;6.542;6.094;3.437;9.849;5.086;3.311;2.499;-1.807;1.686;0.259;4.982;12.135;21.240;12.490;14.879;11.063;10.614;7.117;6.330;-2.010;-2.368;-3.242;-2.491;-2.884;3.549;6.029;-1.544;0.382;-0.745
30.913;16.562;12.743;11.934;6.964;6.807;3.014;10.079;5.268;3.980;2.855;-0.942;2.421;1.222;6.407;13.379;21.942;13.455;15.538;11.434;11.376;7.914;7.091;-1.035;-1.492;-1.841;-0.836;-1.258;4.808;7.001;-0.952;0.982;-0.614
31.263;17.126;13.210;12.158;7.306;7.308;2.675;10.152;5.389;4.606;2.807;-0.286;2.864;1.831;7.520;14.299;22.092;14.050;15.990;11.739;12.162;8.789;7.917;0.149;-0.605;-0.412;0.731;0.210;5.820;7.805;-0.260;1.808;-0.243
30.525;17.222;13.507;12.099;7.438;7.418;2.312;9.966;5.344;5.095;2.538;0.166;2.962;2.003;8.217;14.787;21.684;14.153;16.005;11.871;12.732;9.527;8.672;1.393;0.198;0.889;2.048;1.342;6.472;8.237;0.316;2.734;0.286
28.715;16.753;13.547;11.688;7.262;7.028;1.792;9.462;5.113;5.430;2.247;0.452;2.765;1.784;8.449;14.772;20.853;13.795;15.504;11.796;12.961;9.994;9.279;2.607;0.894;1.963;3.008;2.042;6.742;8.261;0.646;3.667;0.913
26.174;15.869;13.406;11.009;6.776;6.175;1.039;8.716;4.800;5.712;2.042;0.676;2.446;1.359;8.264;14.276;19.891;13.199;14.642;11.589;12.890;10.193;9.772;3.799;1.552;2.809;3.594;2.351;6.743;8.031;0.735;4.581;1.622
23.440;14.882;13.269;10.253;6.086;5.059;0.093;7.963;4.603;6.115;1.915;0.961;2.223;0.919;7.774;13.415;19.102;12.664;13.725;11.384;12.673;10.237;10.276;5.039;2.278;3.483;3.842;2.385;6.642;7.758;0.681;5.494;2.401
21.053;14.115;13.315;9.617;5.361;3.986;-0.924;7.496;4.712;6.771;1.811;1.368;2.224;0.562;7.096;12.386;18.648;12.407;13.063;11.292;12.487;10.283;10.943;6.391;3.145;4.035;3.793;2.245;6.564;7.577;0.601;6.419;3.201
19.397;13.774;13.613;9.239;4.756;3.269;-1.862;7.549;5.228;7.705;1.671;1.885;2.458;0.306;6.326;11.394;18.511;12.506;12.830;11.354;12.452;10.464;11.880;7.875;4.171;4.493;3.486;1.986;6.535;7.522;0.557;7.342;3.942
18.605;13.902;14.121;9.174;4.374;3.122;-2.582;8.212;6.150;8.862;1.435;2.485;2.884;0.158;5.523;10.560;18.556;12.913;13.013;11.517;12.609;10.858;13.115;9.471;5.344;4.891;2.992;1.630;6.492;7.545;0.535;8.238;4.547
18.586;14.393;14.731;9.399;4.247;3.580;-3.011;9.430;7.404;10.163;1.072;3.169;3.480;0.144;4.721;9.920;18.648;13.499;13.456;11.682;12.927;11.460;14.587;11.136;6.655;5.304;2.435;1.209;6.366;7.557;0.462;9.098;4.988
19.063;15.023;15.307;9.813;4.331;4.493;-3.172;11.021;8.851;11.522;0.611;3.960;4.258;0.308;3.982;9.492;18.745;14.103;13.929;11.741;13.300;12.197;16.166;12.807;8.106;5.830;1.966;0.770;6.158;7.458;0.238;9.927;5.283
19.628;15.513;15.714;10.267;4.545;5.615;-3.167;12.745;10.322;12.847;0.152;4.880;5.232;0.688;3.414;9.255;18.868;14.561;14.189;11.612;13.581;12.958;17.699;14.393;9.680;6.531;1.709;0.369;5.920;7.141;-0.241;10.716;5.464
19.889;15.627;15.839;10.625;4.828;6.727;-3.121;14.398;11.679;14.056;-0.170;5.933;6.383;1.303;3.122;9.127;19.007;14.719;14.056;11.251;13.646;13.652;19.073;15.804;11.329;7.398;1.720;0.038;5.685;6.519;-1.041;11.429;5.540
19.642;15.260;15.608;10.806;5.146;7.711;-3.135;15.854;12.855;15.103;-0.243;7.096;7.650;2.123;3.148;9.018;19.107;14.495;13.476;10.660;13.456;14.222;20.232;16.984;12.969;8.362;1.988;-0.215;5.435;5.576;-2.147;12.011;5.507
18.938;14.461;15.004;10.795;5.474;8.536;-3.255;17.044;13.830;15.950;-0.016;8.301;8.933;3.061;3.441;8.884;19.112;13.914;12.531;9.885;13.043;14.632;21.148;17.909;14.482;9.329;2.458;-0.394;5.136;4.397;-3.453;12.401;5.354
18.015;13.392;14.093;10.620;5.784;9.195;-3.466;17.903;14.547;16.512;0.505;9.386;10.100;3.975;3.864;8.714;18.987;13.074;11.405;9.008;12.479;14.857;21.794;18.544;15.726;10.190;3.049;-0.493;4.765;3.115;-4.777;12.547;5.062
17.171;12.255;13.018;10.354;6.053;9.667;-3.708;18.333;14.890;16.647;1.259;10.123;11.005;4.709;4.254;8.493;18.695;12.091;10.330;8.129;11.870;14.901;22.127;18.833;16.550;10.837;3.663;-0.493;4.327;1.880;-5.895;12.413;4.617
16.653;11.236;11.952;10.097;6.272;9.932;-3.898;18.247;14.752;16.252;2.119;10.320;11.534;5.160;4.489;8.227;18.219;11.097;9.512;7.354;11.369;14.814;22.122;18.731;16.855;11.197;4.216;-0.359;3.860;0.864;-6.596;12.017;4.049
16.588;10.450;11.041;9.950;6.469;10.033;-3.941;17.664;14.144;15.362;2.882;9.911;11.641;5.313;4.538;7.978;17.617;10.245;9.077;6.785;11.137;14.697;21.809;18.246;16.621;11.240;4.656;-0.056;3.441;0.259;-6.714;11.435;3.457
16.916;9.928;10.360;9.967;6.694;10.067;-3.764;16.736;13.205;14.130;3.368;8.937;11.325;5.212;4.425;7.810;16.987;9.652;9.043;6.467;11.257;14.630;21.247;17.410;15.875;10.957;4.946;0.391;3.144;0.184;-6.199;10.743;2.931
17.375;9.617;9.896;10.135;6.977;10.107;-3.342;15.659;12.102;12.724;3.544;7.505;10.623;4.911;4.173;7.712;16.394;9.325;9.291;6.353;11.643;14.604;20.458;16.234;14.639;10.317;5.027;0.869;2.989;0.591;-5.181;9.960;2.477
17.636;9.432;9.608;10.408;7.309;10.154;-2.710;14.610;10.966;11.280;3.510;5.776;9.621;4.450;3.794;7.625;15.877;9.192;9.614;6.335;12.087;14.531;19.421;14.740;12.951;9.298;4.847;1.232;2.955;1.297;-3.924;9.080;2.030
17.513;9.317;9.483;10.757;7.644;10.154;-1.939;13.735;9.921;9.932;3.400;3.954;8.460;3.867;3.330;7.523;15.496;9.185;9.826;6.316;12.389;14.330;18.147;13.011;10.921;7.945;4.421;1.399;3.021;2.089;-2.705;8.130;1.542
17.008;9.247;9.519;11.156;7.909;10.042;-1.119;13.134;9.074;8.806;3.299;2.228;7.284;3.208;2.871;7.436;15.345;9.267;9.827;6.227;12.428;13.957;16.692;11.184;8.729;6.385;3.833;1.389;3.173;2.804;-1.729;7.164;1.009
16.245;9.207;9.665;11.533;8.009;9.755;-0.363;12.807;8.456;7.967;3.251;0.722;6.173;2.508;2.524;7.414;15.513;9.425;9.586;6.016;12.160;13.391;15.120;9.393;6.577;4.779;3.181;1.272;3.385;3.359;-1.109;6.239;0.466
15.436;9.189;9.820;11.777;7.856;9.247;0.188;12.647;8.008;7.411;3.293;-0.526;5.140;1.791;2.381;7.487;16.025;9.650;9.150;5.681;11.600;12.623;13.497;7.749;4.647;3.291;2.539;1.122;3.627;3.736;-0.863;5.412;-0.030
14.856;9.221;9.906;11.812;7.401;8.524;0.414;12.532;7.653;7.126;3.420;-1.515;4.196;1.119;2.512;7.669;16.803;9.940;8.676;5.302;10.853;11.699;11.933;6.362;3.108;2.093;1.978;1.016;3.899;3.996;-0.882;4.770;-0.390
14.764;9.370;9.940;11.645;6.662;7.652;0.281;12.396;7.385;7.144;3.530;-2.231;3.401;0.619;2.951;7.972;17.694;10.317;8.408;5.034;10.111;10.750;10.590;5.377;2.130;1.363;1.604;1.045;4.248;4.288;-0.934;4.449;-0.483
15.299;9.691;10.013;11.332;5.697;6.708;-0.179;12.200;7.249;7.495;3.481;-2.630;2.836;0.427;3.651;8.375;18.501;10.812;8.567;5.028;9.579;9.936;9.617;4.939;1.845;1.236;1.533;1.297;4.728;4.803;-0.755;4.576;-0.183
16.409;10.169;10.188;10.907;4.558;5.708;-0.937;11.865;7.262;8.139;3.213;-2.673;2.552;0.598;4.471;8.789;19.022;11.416;9.240;5.334;9.364;9.354;9.070;5.108;2.283;1.728;1.831;1.819;5.355;5.658;-0.176;5.187;0.553
17.863;10.711;10.446;10.357;3.282;4.624;-1.992;11.319;7.398;8.964;2.784;-2.325;2.589;1.112;5.272;9.134;19.139;12.066;10.337;5.889;9.418;8.997;8.894;5.836;3.371;2.751;2.511;2.637;6.128;6.845;0.817;6.213;1.676
19.355;11.166;10.682;9.641;1.919;3.454;-3.337;10.581;7.640;9.863;2.286;-1.551;3.002;1.925;6.011;9.418;18.901;12.697;11.626;6.565;9.588;8.790;8.979;7.030;4.987;4.190;3.582;3.784;7.075;8.263;2.124;7.540;3.092
20.644;11.406;10.759;8.744;0.537;2.262;-4.912;9.782;8.007;10.786;1.772;-0.355;3.822;2.993;6.727;9.716;18.500;13.294;12.851;7.242;9.725;8.654;9.234;8.585;6.996;5.940;5.051;5.296;8.253;9.794;3.640;9.063;4.707
21.637;11.395;10.571;7.696;-0.782;1.164;-6.590;9.093;8.518;11.721;1.229;1.170;5.006;4.247;7.451;10.087;18.164;13.909;13.837;7.851;9.765;8.546;9.607;10.392;9.249;7.899;6.885;7.164;9.701;11.361;5.300;10.698;6.443
22.331;11.206;10.099;6.574;-1.959;0.285;-8.188;8.641;9.172;12.654;0.598;2.856;6.424;5.590;8.150;10.519;18.054;14.606;14.533;8.384;9.724;8.460;10.080;12.325;11.572;9.943;8.968;9.298;11.385;12.923;7.053;12.366;8.227
22.726;10.971;9.429;5.474;-2.915;-0.275;-9.517;8.490;9.945;13.562;-0.164;4.515;7.904;6.901;8.737;10.921;18.199;15.386;15.009;8.874;9.661;8.409;10.639;14.252;13.775;11.920;11.101;11.527;13.170;14.414;8.816;13.977;9.949
22.803;10.815;8.720;4.508;-3.581;-0.441;-10.437;8.649;10.821;14.416;-1.042;5.995;9.286;8.066;9.137;11.168;18.480;16.156;15.406;9.377;9.655;8.417;11.283;16.052;15.695;13.681;13.051;13.636;14.864;15.730;10.477;15.425;11.460
22.552;10.782;8.120;3.764;-3.916;-0.193;-10.918;9.093;11.796;15.191;-1.938;7.202;10.461;8.998;9.329;11.191;18.702;16.801;15.869;9.940;9.785;8.521;12.011;17.645;17.232;15.115;14.624;15.430;16.290;16.790;11.926;16.599;12.610
21.988;10.796;7.667;3.250;-3.947;0.420;-11.046;9.793;12.870;15.869;-2.673;8.094;11.383;9.647;9.346;11.026;18.687;17.246;16.469;10.570;10.082;8.732;12.811;18.992;18.363;16.162;15.692;16.760;17.319;17.561;13.081;17.405;13.286
21.145;10.697;7.276;2.887;-3.757;1.298;-10.980;10.719;14.051;16.459;-3.045;8.689;12.063;10.012;9.239;10.767;18.331;17.473;17.173;11.214;10.499;9.024;13.658;20.096;19.126;16.807;16.206;17.546;17.877;18.036;13.884;17.784;13.433
20.041;10.319;6.806;2.555;-3.428;2.337;-10.858;11.851;15.347;17.000;-2.939;9.061;12.566;10.120;9.046;10.477;17.632;17.500;17.837;11.771;10.931;9.349;14.525;20.985;19.607;17.097;16.217;17.804;17.957;18.211;14.299;17.747;13.073
18.666;9.553;6.137;2.130;-3.021;3.432;-10.747;13.142;16.716;17.497;-2.370;9.298;12.968;10.013;8.785;10.161;16.666;17.342;18.249;12.120;11.251;9.650;15.360;21.684;19.892;17.127;15.861;17.632;17.624;18.072;14.293;17.365;12.296
17.023;8.362;5.192;1.499;-2.599;4.457;-10.664;14.476;18.009;17.849;-1.413;9.423;13.304;9.734;8.467;9.792;15.518;16.968;18.209;12.140;11.331;9.841;16.077;22.170;20.009;16.976;15.284;17.141;16.972;17.584;13.823;16.709;11.207
15.189;6.791;3.945;0.608;-2.232;5.290;-10.634;15.687;19.022;17.908;-0.145;9.392;13.561;9.319;8.093;9.330;14.260;16.332;17.615;11.747;11.080;9.854;16.580;22.378;19.925;16.677;14.579;16.408;16.077;16.723;12.865;15.835;9.913
13.362;4.983;2.478;-0.475;-1.954;5.869;-10.677;16.658;19.625;17.608;1.312;9.173;13.718;8.796;7.662;8.781;13.015;15.454;16.534;10.961;10.504;9.699;16.842;22.276;19.615;16.238;13.805;15.499;15.019;15.541;11.497;14.823;8.565
11.851;3.171;1.011;-1.551;-1.737;6.212;-10.778;17.371;19.820;17.007;2.763;8.793;13.783;8.198;7.196;8.214;11.967;14.453;15.204;9.933;9.734;9.483;16.926;21.892;19.102;15.681;13.025;14.499;13.910;14.176;9.929;13.796;7.335
10.942;1.583;-0.172;-2.379;-1.536;6.376;-10.885;17.850;19.667;16.192;4.018;8.299;13.764;7.561;6.747;7.712;11.270;13.455;13.910;8.861;8.953;9.334;16.914;21.257;18.408;15.012;12.281;13.482;12.861;12.762;8.411;12.851;6.340
10.712;0.336;-0.870;-2.808;-1.340;6.420;-10.930;18.103;19.222;15.209;4.955;7.706;13.638;6.908;6.352;7.300;10.932;12.528;12.835;7.870;8.289;9.318;16.847;20.363;17.513;14.199;11.562;12.480;11.910;11.385;7.109;12.013;5.592
11.009;-0.576;-1.039;-2.827;-1.165;6.401;-10.859;18.125;18.535;14.096;5.522;7.015;13.389;6.249;6.013;6.927;10.827;11.677;12.034;6.986;7.800;9.429;16.720;19.207;16.380;13.201;10.816;11.499;11.025;10.087;6.071;11.254;5.046
11.592;-1.197;-0.755;-2.521;-1.016;6.379;-10.689;17.921;17.681;12.923;5.744;6.271;13.056;5.620;5.717;6.511;10.789;10.893;11.495;6.206;7.510;9.640;16.527;17.838;15.012;12.030;10.010;10.549;10.158;8.901;5.264;10.558;4.659
12.253;-1.551;-0.150;-1.997;-0.867;6.406;-10.503;17.520;16.736;11.774;5.714;5.570;12.716;5.095;5.439;5.987;10.697;10.176;11.163;5.542;7.411;9.916;16.272;16.359;13.473;10.756;9.159;9.657;9.310;7.851;4.613;9.938;4.422
12.807;-1.658;0.632;-1.354;-0.680;6.498;-10.383;16.958;15.742;10.698;5.534;5.014;12.427;4.740;5.099;5.346;10.510;9.521;10.943;5.021;7.448;10.197;15.945;14.879;11.857;9.478;8.310;8.845;8.528;6.953;4.027;9.419;4.341
13.076;-1.546;1.464;-0.672;-0.435;6.618;-10.360;16.258;14.709;9.718;5.266;4.662;12.184;4.554;4.559;4.636;10.242;8.920;10.740;4.662;7.548;10.419;15.529;13.493;10.270;8.284;7.522;8.137;7.879;6.218;3.464;9.025;4.431
12.926;-1.243;2.259;-0.006;-0.146;6.706;-10.423;15.435;13.678;8.872;4.926;4.530;11.932;4.472;3.702;3.904;9.940;8.375;10.516;4.476;7.669;10.553;15.035;12.288;8.820;7.246;6.843;7.567;7.414;5.682;2.977;8.776;4.708
12.328;-0.773;2.972;0.607;0.148;6.731;-10.522;14.525;12.724;8.230;4.503;4.596;11.591;4.385;2.499;3.150;9.647;7.902;10.281;4.451;7.788;10.603;14.495;11.328;7.601;6.397;6.280;7.142;7.125;5.389;2.653;8.666;5.166
11.400;-0.149;3.593;1.160;0.410;6.705;-10.575;13.593;11.934;7.871;3.991;4.823;11.102;4.175;1.044;2.344;9.352;7.503;10.041;4.545;7.877;10.576;13.945;10.630;6.655;5.713;5.783;6.802;6.931;5.323;2.520;8.642;5.727
10.391;0.624;4.136;1.673;0.633;6.650;-10.518;12.720;11.372;7.842;3.426;5.172;10.460;3.766;-0.455;1.499;8.965;7.159;9.801;4.704;7.920;10.479;13.424;10.184;5.990;5.153;5.289;6.463;6.723;5.392;2.539;8.630;6.263
9.534;1.496;4.611;2.166;0.820;6.573;-10.355;11.971;11.051;8.138;2.901;5.602;9.717;3.150;-1.761;0.688;8.340;6.828;9.556;4.869;7.910;10.321;12.969;9.969;5.612;4.704;4.759;6.067;6.404;5.469;2.628;8.579;6.652
8.907;2.355;5.001;2.629;0.963;6.470;-10.116;11.368;10.927;8.698;2.512;6.061;8.935;2.367;-2.726;-0.035;7.351;6.448;9.299;4.970;7.847;10.105;12.601;9.962;5.538;4.383;4.190;5.582;5.908;5.452;2.691;8.475;6.817
8.441;3.079;5.282;3.050;1.061;6.348;-9.778;10.895;10.938;9.442;2.271;6.531;8.197;1.509;-3.343;-0.663;6.027;5.967;9.049;4.959;7.739;9.845;12.325;10.137;5.796;4.236;3.627;5.002;5.219;5.290;2.651;8.347;6.747
8.017;3.583;5.425;3.420;1.123;6.216;-9.288;10.524;11.054;10.323;2.111;7.059;7.629;0.728;-3.670;-1.177;4.626;5.394;8.820;4.821;7.587;9.563;12.124;10.476;6.407;4.331;3.177;4.365;4.413;4.967;2.463;8.251;6.490
7.519;3.799;5.380;3.678;1.132;6.037;-8.662;10.216;11.246;11.317;2.020;7.714;7.346;0.184;-3.769;-1.524;3.513;4.768;8.555;4.532;7.332;9.248;11.951;10.933;7.338;4.702;2.944;3.719;3.601;4.459;2.080;8.215;6.091
6.845;3.674;5.081;3.702;1.014;5.723;-8.028;9.916;11.465;12.395;2.117;8.514;7.373;-0.056;-3.683;-1.656;2.946;4.112;8.137;4.033;6.873;8.837;11.728;11.420;8.474;5.298;2.956;3.084;2.849;3.732;1.449;8.208;5.554
5.937;3.225;4.502;3.391;0.678;5.199;-7.557;9.589;11.669;13.523;2.543;9.436;7.635;-0.003;-3.436;-1.546;2.977;3.458;7.489;3.283;6.150;8.261;11.396;11.844;9.682;6.022;3.178;2.475;2.182;2.811;0.576;8.181;4.880
4.832;2.574;3.712;2.745;0.093;4.451;-7.357;9.232;11.869;14.688;3.301;10.454;8.038;0.325;-3.015;-1.171;3.519;2.894;6.664;2.331;5.220;7.514;10.952;12.160;10.886;6.804;3.571;1.951;1.638;1.823;-0.421;8.125;4.131
3.720;1.930;2.874;1.887;-0.707;3.514;-7.426;8.850;12.116;15.882;4.251;11.542;8.512;0.912;-2.391;-0.523;4.447;2.542;5.835;1.333;4.237;6.665;10.430;12.368;12.054;7.607;4.107;1.610;1.289;0.963;-1.337;8.064;3.420
2.934;1.493;2.164;0.980;-1.665;2.428;-7.693;8.416;12.435;17.059;5.233;12.626;8.992;1.694;-1.563;0.358;5.621;2.503;5.210;0.472;3.375;5.816;9.860;12.461;13.136;8.383;4.723;1.525;1.196;0.399;-1.964;8.013;2.837
2.798;1.343;1.683;0.153;-2.741;1.226;-8.075;7.899;12.795;18.125;6.145;13.578;9.417;2.553;-0.582;1.390;6.889;2.817;4.910;-0.123;2.769;5.064;9.251;12.413;14.046;9.055;5.339;1.730;1.392;0.227;-2.161;7.960;2.424
3.453;1.439;1.450;-0.514;-3.876;-0.024;-8.505;7.323;13.144;18.996;6.911;14.289;9.751;3.368;0.477;2.498;8.097;3.472;4.944;-0.384;2.506;4.506;8.621;12.228;14.710;9.557;5.899;2.246;1.890;0.483;-1.875;7.920;2.213
4.777;1.681;1.432;-0.967;-4.975;-1.203;-8.945;6.790;13.449;19.627;7.467;14.731;9.998;4.051;1.527;3.627;9.122;4.397;5.251;-0.292;2.618;4.214;8.019;11.943;15.108;9.867;6.390;3.071;2.669;1.136;-1.144;7.941;2.242
6.407;1.949;1.550;-1.181;-5.942;-2.181;-9.395;6.409;13.670;19.970;7.784;14.946;10.181;4.553;2.477;4.695;9.888;5.454;5.707;0.095;3.024;4.182;7.481;11.585;15.231;9.983;6.810;4.141;3.658;2.072;-0.110;8.061;2.520
7.877;2.120;1.707;-1.178;-6.718;-2.901;-9.893;6.207;13.723;19.952;7.906;14.997;10.330;4.881;3.262;5.594;10.373;6.463;6.139;0.641;3.529;4.291;6.976;11.125;15.046;9.904;7.158;5.336;4.745;3.101;1.013;8.257;3.002
8.812;2.108;1.843;-1.027;-7.300;-3.406;-10.500;6.095;13.470;19.493;7.926;14.898;10.450;5.075;3.870;6.256;10.591;7.259;6.397;1.176;3.914;4.358;6.409;10.493;14.493;9.616;7.417;6.521;5.808;4.036;2.016;8.450;3.603
9.062;1.877;1.937;-0.829;-7.721;-3.817;-11.263;5.896;12.764;18.530;7.951;14.595;10.491;5.144;4.298;6.641;10.559;7.735;6.419;1.574;4.043;4.224;5.665;9.607;13.502;9.080;7.541;7.561;6.728;4.769;2.769;8.529;4.233
8.682;1.427;1.971;-0.691;-8.027;-4.248;-12.182;5.439;11.533;17.066;8.056;14.022;10.384;5.064;4.516;6.702;10.287;7.857;6.220;1.778;3.898;3.819;4.682;8.422;12.045;8.254;7.461;8.331;7.405;5.279;3.238;8.396;4.807
7.873;0.810;1.959;-0.631;-8.198;-4.708;-13.164;4.658;9.860;15.205;8.217;13.174;10.106;4.828;4.487;6.394;9.795;7.652;5.885;1.816;3.577;3.192;3.519;6.975;10.197;7.144;7.131;8.752;7.789;5.594;3.473;8.019;5.269
6.899;0.151;1.982;-0.541;-8.141;-5.085;-14.022;3.644;7.967;13.152;8.314;12.117;9.704;4.472;4.182;5.717;9.161;7.208;5.553;1.788;3.248;2.508;2.360;5.395;8.126;5.829;6.547;8.808;7.892;5.773;3.589;7.447;5.582
6.011;-0.395;2.125;-0.279;-7.767;-5.233;-14.566;2.573;6.115;11.137;8.243;10.956;9.274;4.067;3.604;4.736;8.540;6.669;5.347;1.794;3.065;1.953;1.411;3.843;6.021;4.431;5.751;8.544;7.767;5.892;3.699;6.765;5.725
5.420;-0.717;2.416;0.227;-7.061;-5.058;-14.683;1.583;4.482;9.316;7.999;9.790;8.920;3.709;2.817;3.604;8.123;6.205;5.300;1.871;3.103;1.651;0.808;2.461;4.043;3.073;4.813;8.040;7.493;6.029;3.864;6.053;5.689
5.284;-0.779;2.841;0.973;-6.073;-4.537;-14.345;0.713;3.126;7.749;7.649;8.711;8.721;3.509;1.953;2.535;8.052;5.953;5.352;1.995;3.357;1.636;0.580;1.338;2.292;1.851;3.832;7.400;7.156;6.222;4.085;5.364;5.476
5.621;-0.658;3.351;1.891;-4.890;-3.712;-13.584;-0.047;2.032;6.439;7.290;7.788;8.718;3.529;1.169;1.702;8.340;5.922;5.365;2.085;3.735;1.855;0.671;0.491;0.801;0.812;2.913;6.716;6.811;6.418;4.286;4.707;5.081
6.224;-0.552;3.823;2.835;-3.625;-2.683;-12.493;-0.685;1.178;5.383;7.056;7.072;8.907;3.741;0.565;1.120;8.846;5.953;5.145;2.007;4.060;2.174;0.969;-0.145;-0.460;-0.060;2.136;6.029;6.443;6.456;4.316;4.038;4.465
6.714;-0.709;4.081;3.597;-2.422;-1.580;-11.222;-1.144;0.575;4.601;7.100;6.582;9.238;4.031;0.147;0.661;9.321;5.786;4.506;1.610;4.140;2.425;1.344;-0.671;-1.540;-0.814;1.520;5.325;5.981;6.146;4.014;3.285;3.578
6.732;-1.286;3.981;4.019;-1.406;-0.507;-9.921;-1.327;0.290;4.145;7.514;6.315;9.635;4.268;-0.137;0.222;9.511;5.221;3.364;0.817;3.863;2.493;1.707;-1.148;-2.455;-1.498;1.028;4.583;5.364;5.401;3.295;2.399;2.406
6.118;-2.229;3.514;4.097;-0.621;0.490;-8.662;-1.138;0.411;4.080;8.209;6.256;10.027;4.382;-0.323;-0.194;9.274;4.239;1.808;-0.314;3.255;2.365;2.046;-1.548;-3.160;-2.114;0.612;3.822;4.605;4.315;2.214;1.400;1.031
4.976;-3.286;2.819;3.976;-0.014;1.393;-7.405;-0.554;0.980;4.413;8.933;6.360;10.359;4.376;-0.412;-0.535;8.601;2.968;0.079;-1.610;2.448;2.115;2.396;-1.800;-3.594;-2.636;0.240;3.094;3.775;3.079;0.940;0.367;-0.406
3.608;-4.153;2.088;3.835;0.501;2.171;-6.078;0.338;1.919;5.046;9.436;6.532;10.578;4.288;-0.405;-0.776;7.584;1.588;-1.530;-2.861;1.608;1.838;2.776;-1.854;-3.749;-3.050;-0.119;2.434;2.944;1.859;-0.327;-0.609;-1.763
2.385;-4.593;1.505;3.806;0.978;2.790;-4.686;1.378;3.054;5.819;9.592;6.676;10.652;4.154;-0.310;-0.882;6.416;0.293;-2.759;-3.881;0.903;1.622;3.180;-1.692;-3.676;-3.346;-0.475;1.866;2.178;0.781;-1.404;-1.440;-2.918
1.587;-4.497;1.213;3.963;1.436;3.239;-3.369;2.417;4.212;6.604;9.424;6.764;10.621;4.028;-0.148;-0.799;5.338;-0.736;-3.447;-4.528;0.489;1.549;3.606;-1.296;-3.424;-3.495;-0.790;1.422;1.544;-0.048;-2.150;-2.041;-3.761
